City,Country,Population,Area,country population,country area,country density,growth rate,2009 growth rate,2005-2010 growth rate,2010-2015 growth rate,2015-2020 growth rate
Guntakal,India,126300,51.9,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Guntur,India,670100,198.71,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Gurgaon,India,886500,732.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Guwahati,India,962300,216.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Gwalior,India,1054400,423.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Habra,India,147200,21.82,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hajipur,India,147700,19.64,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Haldia,India,200800,109.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Haldwani-cum-Kathgodam,India,201500,250.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Halisahar,India,124900,8.29,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hanumangarh,India,151000,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Haora,India,1077100,63.55,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hapur,India,263000,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hardoi,India,197000,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hardwar,India,231300,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hassan,India,155000,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hastsal,India,176900,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hathras,India,143000,142.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hazaribag,India,142500,190.93,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hindaun,India,105500,57.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hindupur,India,151700,38.16,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hinganghat,India,101800,82.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hisar,India,307000,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hoshangabad,India,118000,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hoshiarpur,India,168700,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hospet,India,206200,70.12,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hosur,India,116800,72.41,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hubli-Dharwad,India,943800,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Hugli-Chinsurah,India,179900,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Ichalkaranji,India,287400,49.84,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Imphal,India,277200,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Indore,India,1994400,525.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jabalpur,India,1081700,263.49,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jagadhri,India,124900,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jagdalpur,India,125500,183.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jagtial,India,103900,45.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jaipur,India,3046200,467.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jalandhar,India,868900,120.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jalgaon,India,460200,70.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jalna,India,285600,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jalpaiguri,India,107300,12.95,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jamalpur,India,105400,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jammu,India,576200,240.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jamnagar,India,600900,125.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jamshedpur,India,677400,224.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jamuria,India,149200,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jaunpur,India,180400,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jehanabad,India,103200,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jetpur Navagadh,India,118300,36.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jhansi,India,505700,160.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jhunjhunun,India,118500,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jind,India,167600,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jodhpur,India,1056200,233.5,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Jorhat,India,126700,72.8,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Junagadh,India,319500,160.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kadapa,India,344900,101.7,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kaithal,India,144900,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kakinada,India,384200,30.51,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kalol,India,134400,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kalyan Dombivali,India,1247300,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kalyani,India,100600,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kamarhati,India,330200,10.96,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kancheepuram,India,164400,36.14,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kanchrapara,India,129600,9.07,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kannur,India,232486,78.35,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kanpur,India,2768100,485.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kanpur Cantonment,India,108500,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Karaikkudi,India,106700,33.75,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Karawal Nagar,India,224300,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Karimnagar,India,289800,40.5,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Karnal,India,302100,87.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kasganj,India,101300,22.18,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kashipur,India,121600,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Katihar,India,240800,33.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Khammam,India,196300,126.45,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Khandwa,India,200700,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Khanna,India,128100,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kharagpur,India,207600,127.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Khardaha,India,108500,6.87,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Khargone,India,116200,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Khora,India,190000,10.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Khurja,India,121200,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kirari Suleman Nagar,India,283200,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kishanganj,India,105800,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kishangarh,India,154900,895.78,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kochi,India,633600,94.88,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kolar,India,138500,46.56,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kolhapur,India,549200,66.82,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kolkata,India,4496700,206.08,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kollam,India,367100,165.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Korba,India,365300,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kota,India,1001700,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kottayam,India,136812,108.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kozhikode,India,609224,231.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Krishnanagar,India,153100,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kulti,India,313800,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kumbakonam,India,140200,42.95,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kurichi,India,123700,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Kurnool,India,457600,69.51,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Lakhimpur,India,152000,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Lalitpur,India,133300,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Latur,India,382900,32.56,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Loni,India,516100,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Lucknow,India,2817100,631.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Ludhiana,India,1618900,310.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Machilipatnam,India,169900,26.67,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Madanapalle,India,180200,23.44,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Madhavaram,India,119100,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Madhyamgram,India,196100,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Madurai,India,1017900,147.97,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mahbubnagar,India,190400,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mahesana,India,190800,31.8,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Maheshtala,India,448300,44.18,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mainpuri,India,136600,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Malappuram,India,101400,58.2,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Malegaon,India,481200,33.56,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Malerkotia,India,135400,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mandoli,India,120400,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mandsaur,India,141700,50.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mandya,India,137400,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mangalagiri,India,107200,17.53,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mangalore,India,499500,170.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mango,India,223800,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mathura,India,349900,39.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Maunath Bhanjan,India,278700,20.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Medinipur,India,169300,18.65,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Meerut,India,1305400,450.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mira Bhayandar,India,809400,79.4,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Miryalaguda,India,104900,28.36,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mirazpur-cum-Vindhyachal,India,234900,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Modinagar,India,130300,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Moga,India,163400,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Moradabad,India,887900,79.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Morena,India,200500,80.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Morvi,India,210500,46.58,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Motihari,India,126200,35.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mughalsarai,India,109700,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Muktsar,India,116700,12.66,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Munger,India,213300,89.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Murwara (Katni),India,221900,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mustafabad,India,127200,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Muzaffarnagar,India,392800,204.8,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Muzaffarpur,India,354500,28.68,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Mysore,India,920600,152.05,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nabadwip,India,125500,9.81,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nadiad,India,225100,45.16,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nagaon,India,121600,2287.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nagapattinam,India,102900,17.92,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nagaur,India,105200,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nagda,India,100000,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nagercoli,India,224800,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nagpur,India,2405700,393.5,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Naihati,India,217900,11.55,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nalgonda,India,154300,105.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nanded,India,550400,63.22,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nandurbar,India,111000,11.45,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nandyal,India,211400,33.67,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nangloi Jat,India,205600,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Narasaraopet,India,117500,7.65,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nashik,India,1486100,267.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Navi Mumbai,India,1120500,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Navsari,India,171100,30.25,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Neemuch,India,128600,40.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nellore,India,547600,149.2,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
New Delhi Municipal Council,India,257800,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Neyveli,India,105700,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Nizamabad,India,311200,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Noida,India,637300,203.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
North Barrackpur,India,132800,12.61,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
North Dum Dum,India,249100,26.45,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Ongole,India,208300,132.45,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Orai,India,190600,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Osmanabad,India,111800,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Ozhukarai,India,300100,36.7,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Palakkad,India,131000,26.6,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Palanpur,India,141600,39.5,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Pali,India,230100,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Pallavaram,India,234000,18.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Palwal,India,131900,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Panchkula,India,211400,32.6,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Panihati,India,377300,19.38,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Panipat,India,296000,1754.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Panvel,India,180000,110.06,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Parbhani,India,307200,57.61,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Patan,India,133700,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Pathankot,India,156300,19.7,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Patiala,India,446200,60.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Patna,India,1684300,250.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Pilibhit,India,128000,16.32,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Pimpri Chinchwad,India,1727700,181.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Pithampur,India,126200,200.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Porbandar,India,152800,38.43,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Port Blair,India,108100,41.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Proddatur,India,164000,21.06,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Puducherry,India,244400,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Pudukkottai,India,117600,21.25,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Pune,India,3124500,516.18,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Puri,India,200600,16.84,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Purnia,India,282200,92.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Puruliya,India,121100,12.63,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Rae Bareli,India,191300,43.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Raichur,India,234100,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Raiganj,India,183600,10.76,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Raigarh,India,150000,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Raipur,India,1027300,226.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Rajahmundry,India,376300,44.5,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Rajapalayam,India,130400,68.008,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Rajarhat Gopalpur,India,402800,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Rajkot,India,1323400,170.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Rajnandgaon,India,163100,70.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Rajpur Sonarpur,India,424400,49.26,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Ramagundam,India,243000,93.87,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Rampur,India,325300,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Ranchi,India,1073400,175.12,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Ranibennur,India,106400,42.32,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Raniganj,India,129400,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Ratlam,India,264900,39.19,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Raurkela Industrial Township,India,216400,102.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Raurkela Town,India,320000,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Rewa,India,235700,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Rewari,India,143000,35.93,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Rishra,India,124600,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Robertson Pet,India,162200,58.12,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Rohtak,India,372300,139.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Roorkee,India,118200,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Rudrapur,India,154600,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
S.A.S. Nagar,India,166900,400.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Sagar,India,274600,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Saharanpur,India,705500,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Saharsa,India,156500,243.8,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Salem,India,829300,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Sambalpur,India,189400,303.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Sambhal,India,220800,16.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Sangli-Miraj Kupwad,India,502800,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Santipur,India,151800,25.88,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Sasaram,India,147400,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Satara,India,120200,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Satna,India,283000,71.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Sawai Madhpour,India,121100,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Secunderabad,India,217900,64.5,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Sehore,India,109110,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Seoni,India,102300,50.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Serampore,India,181800,11.6,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Shahjahanpur,India,329700,51.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Shamli,India,107300,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Shikohabad,India,107400,750.11,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Shillong,India,143200,64.36,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Shimla,India,169600,35.34,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Shimoga,India,322700,70.01,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Shivpuri,India,180000,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Sikar,India,244500,26.57,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Silchar,India,178900,26.88,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Siliguri,India,513300,117.54,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Singrauli,India,220300,2200.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Sirsa,India,182500,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Sitapur,India,177200,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Siwan,India,135100,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Solapur,India,951600,98.67,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Sonipat,India,289300,181.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
South Dum Dum,India,403300,13.54,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Srikakulam,India,137900,20.89,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Srinagar,India,1206400,294.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Sujangarh,India,101500,64.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Sultan Pur Majra,India,181600,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Sultanpur,India,107600,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Surat,India,4501600,474.185,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Surendranagar Dudhrej,India,177900,45.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Suryapet,India,106800,35.0,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
Tadepelligudem,India,104000,,1407563842.0,3287263.0,428.0,0.7,1.3,1.46,1.23,1.1
